0.0000000000E+00 2.0662095755E+01 1.6372734127E+01
2.0000000000E-02 2.0829809594E+01 1.6357879284E+01
4.0000000000E-02 2.1133671631E+01 1.6235025927E+01
6.0000000000E-02 2.1140342185E+01 1.6038060488E+01
8.0000000000E-02 2.1567207596E+01 1.5793605127E+01
1.0000000000E-01 2.1758908610E+01 1.5520526254E+01
1.2000000000E-01 2.1571160107E+01 1.5332363801E+01
1.4000000000E-01 2.1319281225E+01 1.5258306554E+01
1.6000000000E-01 2.1193510398E+01 1.5239641347E+01
1.8000000000E-01 2.1194212199E+01 1.5239250638E+01
2.0000000000E-01 2.1238156802E+01 1.5239923054E+01
2.2000000000E-01 2.1247729907E+01 1.5239875275E+01
2.4000000000E-01 2.1175115853E+01 1.5244791031E+01
2.6000000000E-01 2.0994779803E+01 1.5263628730E+01
2.8000000000E-01 2.0747872794E+01 1.5332213880E+01
3.0000000000E-01 2.0374973121E+01 1.5451203820E+01
3.2000000000E-01 1.9880233789E+01 1.5667797782E+01
3.4000000000E-01 1.9399861404E+01 1.6022983162E+01
3.6000000000E-01 1.9064073086E+01 1.6358903057E+01
3.8000000000E-01 1.8732908820E+01 1.6784979423E+01
4.0000000000E-01 1.8496486355E+01 1.7271653161E+01
4.2000000000E-01 1.8377549289E+01 1.7730487176E+01
4.4000000000E-01 1.8328418302E+01 1.8169556861E+01
4.6000000000E-01 1.8359639453E+01 1.8640066943E+01
4.8000000000E-01 1.8437654870E+01 1.9082311661E+01
5.0000000000E-01 1.8570893818E+01 1.9491630811E+01
5.2000000000E-01 1.8734171876E+01 1.9839204460E+01
5.4000000000E-01 1.8926761479E+01 2.0154337780E+01
5.6000000000E-01 1.9097722797E+01 2.0485237196E+01
5.8000000000E-01 1.9259920848E+01 2.0783733288E+01
6.0000000000E-01 1.9439707985E+01 2.1030400474E+01
6.2000000000E-01 1.9663331900E+01 2.1276098497E+01
6.4000000000E-01 1.9914716090E+01 2.1469990217E+01
6.6000000000E-01 2.0188743186E+01 2.1651256670E+01
6.8000000000E-01 2.0488742111E+01 2.1798847880E+01
7.0000000000E-01 2.0782188419E+01 2.1879576831E+01
7.2000000000E-01 2.1093259669E+01 2.1933680022E+01
7.4000000000E-01 2.1425014452E+01 2.2013507049E+01
7.6000000000E-01 2.1750949184E+01 2.2033881203E+01
7.8000000000E-01 2.2047233251E+01 2.2007861535E+01
8.0000000000E-01 2.2407908447E+01 2.2041073677E+01
8.2000000000E-01 2.2696392324E+01 2.2010078722E+01
8.4000000000E-01 2.2990123931E+01 2.1931697978E+01
8.6000000000E-01 2.3365738131E+01 2.1919077046E+01
8.8000000000E-01 2.3666079732E+01 2.1864296068E+01
9.0000000000E-01 2.3955033508E+01 2.1757575376E+01
9.2000000000E-01 2.4341713443E+01 2.1699736403E+01
9.4000000000E-01 2.4685505736E+01 2.1608939236E+01
9.6000000000E-01 2.4919425769E+01 2.1492066110E+01
9.8000000000E-01 2.5295892959E+01 2.1383586319E+01
1.0000000000E+00 2.5656890926E+01 2.1254669807E+01
1.0200000000E+00 2.5866316487E+01 2.1115498990E+01
1.0400000000E+00 2.6205099138E+01 2.0946110984E+01
1.0600000000E+00 2.6574924114E+01 2.0841193973E+01
1.0800000000E+00 2.6901603422E+01 2.0685922837E+01
1.1000000000E+00 2.7330325594E+01 2.0549768208E+01
1.1200000000E+00 2.7718476321E+01 2.0396012727E+01
1.1400000000E+00 2.7921133108E+01 2.0243243825E+01
1.1600000000E+00 2.8231167002E+01 2.0066112864E+01
1.1800000000E+00 2.8610363548E+01 1.9917135795E+01
1.2000000000E+00 2.8957731192E+01 1.9757435193E+01
1.2200000000E+00 2.9443990378E+01 1.9621417629E+01
1.2400000000E+00 2.9802849341E+01 1.9453824144E+01
1.2600000000E+00 2.9979007517E+01 1.9288236898E+01
1.2800000000E+00 3.0313523551E+01 1.9120205393E+01
1.3000000000E+00 3.0614535366E+01 1.8926578678E+01
1.3200000000E+00 3.0926205064E+01 1.8739583396E+01
1.3400000000E+00 3.1366952789E+01 1.8543367934E+01
1.3600000000E+00 3.1613350296E+01 1.8408480924E+01
1.3800000000E+00 3.1687775685E+01 1.8206350513E+01
1.4000000000E+00 3.1881680577E+01 1.7886726022E+01
1.4200000000E+00 3.2237219912E+01 1.7640863892E+01
1.4400000000E+00 3.2331500612E+01 1.7598674264E+01
1.4600000000E+00 3.2451319667E+01 1.7243139124E+01
1.4800000000E+00 3.2582890904E+01 1.6890525900E+01
1.5000000000E+00 3.2788498321E+01 1.6634745840E+01
1.5200000000E+00 3.2878531359E+01 1.6426345460E+01
1.5400000000E+00 3.2895441962E+01 1.6047046700E+01
1.5600000000E+00 3.3204564358E+01 1.5766242051E+01
1.5800000000E+00 3.3354870639E+01 1.5650952340E+01
1.6000000000E+00 3.3510696335E+01 1.5360334687E+01
1.6200000000E+00 3.3552193133E+01 1.5000145368E+01
1.6400000000E+00 3.3842493624E+01 1.4747301831E+01
1.6600000000E+00 3.4053692824E+01 1.4487708454E+01
1.6800000000E+00 3.4188827593E+01 1.4278695606E+01
1.7000000000E+00 3.4297737308E+01 1.3944249369E+01
1.7200000000E+00 3.4601548138E+01 1.3692298806E+01
1.7400000000E+00 3.4764388079E+01 1.3469874674E+01
1.7600000000E+00 3.4836096546E+01 1.3151568135E+01
1.7800000000E+00 3.4988674806E+01 1.2841807013E+01
1.8000000000E+00 3.5274198734E+01 1.2586819680E+01
1.8200000000E+00 3.5370383102E+01 1.2346703724E+01
1.8400000000E+00 3.5343560365E+01 1.2012528568E+01
1.8600000000E+00 3.5611046603E+01 1.1735730740E+01
1.8800000000E+00 3.5740455493E+01 1.1484558632E+01
1.9000000000E+00 3.5746807955E+01 1.1179490162E+01
1.9200000000E+00 3.5787771527E+01 1.0879841838E+01
1.9400000000E+00 3.5938227747E+01 1.0597796737E+01
1.9600000000E+00 3.5962710769E+01 1.0320443351E+01
1.9800000000E+00 3.5867738241E+01 1.0048477421E+01
2.0000000000E+00 3.5963872317E+01 9.7645500485E+00
2.0200000000E+00 3.6011114238E+01 9.4947458700E+00
2.0400000000E+00 3.5945244024E+01 9.2363450687E+00
2.0600000000E+00 3.5798161755E+01 8.9864823797E+00
2.0800000000E+00 3.5868998234E+01 8.7015868732E+00
2.1000000000E+00 3.5841226335E+01 8.4565092338E+00
2.1200000000E+00 3.5717021612E+01 8.2275804136E+00
2.1400000000E+00 3.5513507957E+01 8.0209976532E+00
2.1600000000E+00 3.5487962711E+01 7.7395523150E+00
2.1800000000E+00 3.5388641493E+01 7.4715469145E+00
2.2000000000E+00 3.5320961441E+01 7.3863391353E+00
2.2200000000E+00 3.5025461524E+01 7.2031383768E+00
2.2400000000E+00 3.4802184362E+01 7.0432065391E+00
2.2600000000E+00 3.4648673561E+01 6.7960176555E+00
2.2800000000E+00 3.4559076039E+01 6.6554969326E+00
2.3000000000E+00 3.4433309379E+01 6.5970865261E+00
2.3200000000E+00 3.4126826528E+01 6.5042642203E+00
2.3400000000E+00 3.3881761579E+01 6.4098413027E+00
2.3600000000E+00 3.3746963061E+01 6.3585202275E+00
2.3800000000E+00 3.3527183993E+01 6.3245051540E+00
2.4000000000E+00 3.3274165540E+01 6.3307907571E+00
2.4200000000E+00 3.3002924250E+01 6.3762385182E+00
2.4400000000E+00 3.2855996884E+01 6.3752406950E+00
2.4600000000E+00 3.2684633437E+01 6.4091120230E+00
2.4800000000E+00 3.2495754699E+01 6.4814539835E+00
2.5000000000E+00 3.2299582748E+01 6.5909826395E+00
2.5200000000E+00 3.2089747204E+01 6.7471462138E+00
2.5400000000E+00 3.1935883756E+01 6.8699104952E+00
2.5600000000E+00 3.1781317086E+01 6.9965772472E+00
2.5800000000E+00 3.1649045660E+01 7.1527170343E+00
2.6000000000E+00 3.1542971410E+01 7.3269117827E+00
2.6200000000E+00 3.1460580235E+01 7.5240926321E+00
2.6400000000E+00 3.1403333472E+01 7.7472220871E+00
2.6600000000E+00 3.1373720483E+01 8.0014420695E+00
2.6800000000E+00 3.1355640209E+01 8.2228984362E+00
2.7000000000E+00 3.1372649090E+01 8.4637878943E+00
2.7200000000E+00 3.1428640592E+01 8.7217241168E+00
2.7400000000E+00 3.1527775455E+01 8.9958563754E+00
2.7600000000E+00 3.1599474899E+01 9.2270931309E+00
2.7800000000E+00 3.1730756452E+01 9.4879759567E+00
2.8000000000E+00 3.1885568542E+01 9.7079642751E+00
2.8200000000E+00 3.2063133990E+01 9.9070667959E+00
2.8400000000E+00 3.2222147360E+01 1.0134624714E+01
2.8600000000E+00 3.2388329914E+01 1.0384441740E+01
2.8800000000E+00 3.2504633227E+01 1.0511903853E+01
2.9000000000E+00 3.2733575703E+01 1.0678544786E+01
2.9200000000E+00 3.3008475854E+01 1.0817622225E+01
2.9400000000E+00 3.3237780969E+01 1.1003861184E+01
2.9600000000E+00 3.3419659324E+01 1.1234469916E+01
2.9800000000E+00 3.3582338994E+01 1.1366085437E+01
3.0000000000E+00 3.3871432726E+01 1.1487804019E+01
3.0200000000E+00 3.4140010615E+01 1.1652154274E+01
3.0400000000E+00 3.4382347979E+01 1.1823074314E+01
3.0600000000E+00 3.4641869184E+01 1.1937239261E+01
3.0800000000E+00 3.4915091045E+01 1.1992590909E+01
3.1000000000E+00 3.5131185646E+01 1.2143047349E+01
3.1200000000E+00 3.5358830500E+01 1.2305866914E+01
3.1400000000E+00 3.5627711269E+01 1.2394747027E+01
3.1600000000E+00 3.5934664812E+01 1.2398598500E+01
3.1800000000E+00 3.6188955289E+01 1.2515475557E+01
3.2000000000E+00 3.6452959349E+01 1.2609470955E+01
3.2200000000E+00 3.6734769680E+01 1.2620416086E+01
3.2400000000E+00 3.7016033783E+01 1.2562121517E+01
3.2600000000E+00 3.7283151100E+01 1.2661771733E+01
3.2800000000E+00 3.7560600339E+01 1.2680320547E+01
3.3000000000E+00 3.7824603627E+01 1.2615948545E+01
3.3200000000E+00 3.8069754766E+01 1.2542037192E+01
3.3400000000E+00 3.8356309368E+01 1.2574034056E+01
3.3600000000E+00 3.8625861845E+01 1.2521803502E+01
3.3800000000E+00 3.8834168476E+01 1.2411561735E+01
3.4000000000E+00 3.9056952710E+01 1.2264610073E+01
3.4200000000E+00 3.9355524135E+01 1.2235386551E+01
3.4400000000E+00 3.9544971631E+01 1.2145336304E+01
3.4600000000E+00 3.9738474607E+01 1.1972967583E+01
3.4800000000E+00 3.9937281327E+01 1.1797208881E+01
3.5000000000E+00 4.0212563216E+01 1.1676755904E+01
3.5200000000E+00 4.0508328994E+01 1.1535745875E+01
3.5400000000E+00 4.0516116726E+01 1.1552142029E+01
3.5600000000E+00 4.0694155982E+01 1.1275194115E+01
3.5800000000E+00 4.0835745045E+01 1.0960757480E+01
3.6000000000E+00 4.0989667915E+01 1.0742586104E+01
3.6200000000E+00 4.1213429947E+01 1.0611102585E+01
3.6400000000E+00 4.1288813572E+01 1.0539065410E+01
3.6600000000E+00 4.1393106692E+01 1.0227002278E+01
3.6800000000E+00 4.1491834411E+01 9.9247171039E+00
3.7000000000E+00 4.1631405740E+01 9.7203787916E+00
3.7200000000E+00 4.1672584181E+01 9.5738048506E+00
3.7400000000E+00 4.1698176942E+01 9.2886213456E+00
3.7600000000E+00 4.1682933734E+01 8.9728804101E+00
3.7800000000E+00 4.1754488997E+01 8.8049756029E+00
3.8000000000E+00 4.1780749079E+01 8.5828455556E+00
3.8200000000E+00 4.1746341816E+01 8.3267312862E+00
3.8400000000E+00 4.1646915483E+01 8.0503470245E+00
3.8600000000E+00 4.1643420900E+01 7.8508809058E+00
3.8800000000E+00 4.1620090765E+01 7.6319076100E+00
3.9000000000E+00 4.1531163989E+01 7.4007872424E+00
3.9200000000E+00 4.1377327271E+01 7.1729012453E+00
3.9400000000E+00 4.1202748318E+01 6.9915616830E+00
3.9600000000E+00 4.1139009224E+01 6.7797355340E+00
3.9800000000E+00 4.1014155135E+01 6.5931550382E+00
